,Store,Date,Sales
356075,17,2014-08-25,5121
356076,18,2014-08-25,6110
356077,19,2014-08-25,6122
356078,21,2014-08-25,3933
356079,23,2014-08-25,3980
356080,24,2014-08-25,7073
356081,25,2014-08-25,9765
356082,26,2014-08-25,4853
356083,27,2014-08-25,7469
356084,28,2014-08-25,0
356995,1,2014-08-24,0
356996,2,2014-08-24,0
356997,3,2014-08-24,0
356998,4,2014-08-24,0
356999,5,2014-08-24,0
357000,6,2014-08-24,0
357001,7,2014-08-24,0
357002,8,2014-08-24,0
357003,9,2014-08-24,0
357004,10,2014-08-24,0
357005,11,2014-08-24,0
357006,12,2014-08-24,0
357007,14,2014-08-24,0
357008,15,2014-08-24,0
357009,16,2014-08-24,0
357010,17,2014-08-24,0
357011,18,2014-08-24,0
357012,19,2014-08-24,0
357013,21,2014-08-24,0
357014,23,2014-08-24,0
357015,24,2014-08-24,0
357016,25,2014-08-24,0
357017,26,2014-08-24,0
357018,27,2014-08-24,0
357019,28,2014-08-24,0
357930,1,2014-08-23,3582
357931,2,2014-08-23,2738
357932,3,2014-08-23,3698
357933,4,2014-08-23,10208
357934,5,2014-08-23,1791
357935,6,2014-08-23,2822
357936,7,2014-08-23,6881
357937,8,2014-08-23,2910
357938,9,2014-08-23,5727
357939,10,2014-08-23,3567
357940,11,2014-08-23,6332
357941,12,2014-08-23,6049
357942,14,2014-08-23,3647
357943,15,2014-08-23,6470
357944,16,2014-08-23,4174
357945,17,2014-08-23,2418
357946,18,2014-08-23,4371
357947,19,2014-08-23,3431
357948,21,2014-08-23,4634
357949,23,2014-08-23,4625
357950,24,2014-08-23,6247
357951,25,2014-08-23,8251
357952,26,2014-08-23,4625
357953,27,2014-08-23,6977
357954,28,2014-08-23,0
358865,1,2014-08-22,3971
358866,2,2014-08-22,5064
358867,3,2014-08-22,6610
358868,4,2014-08-22,10315
358869,5,2014-08-22,4956
358870,6,2014-08-22,5012
358871,7,2014-08-22,11115
358872,8,2014-08-22,5039
358873,9,2014-08-22,6972
358874,10,2014-08-22,4682
358875,11,2014-08-22,8349
358876,12,2014-08-22,7473
358877,14,2014-08-22,5558
358878,15,2014-08-22,7153
358879,16,2014-08-22,7404
358880,17,2014-08-22,6389
358881,18,2014-08-22,7158
358882,19,2014-08-22,7292
358883,21,2014-08-22,5703
358884,23,2014-08-22,5513
358885,24,2014-08-22,10093
358886,25,2014-08-22,9944
358887,26,2014-08-22,7670
358888,27,2014-08-22,9008
358889,28,2014-08-22,0
359800,1,2014-08-21,4327
359801,2,2014-08-21,5626
359802,3,2014-08-21,6933
359803,4,2014-08-21,9954
359804,5,2014-08-21,4773
359805,6,2014-08-21,4849
359806,7,2014-08-21,10789
359807,8,2014-08-21,6594
359808,9,2014-08-21,6664
359809,10,2014-08-21,5182
359810,11,2014-08-21,8415
359811,12,2014-08-21,8614
359812,14,2014-08-21,5800
359813,15,2014-08-21,7265
359814,16,2014-08-21,7427
359815,17,2014-08-21,6740
359816,18,2014-08-21,6361
359817,19,2014-08-21,7101
359818,21,2014-08-21,5388
359819,23,2014-08-21,5746
359820,24,2014-08-21,9205
359821,25,2014-08-21,9926
359822,26,2014-08-21,6897
359823,27,2014-08-21,9937
359824,28,2014-08-21,4407
360735,1,2014-08-20,4280
360736,2,2014-08-20,7056
360737,3,2014-08-20,7661
360738,4,2014-08-20,9515
360739,5,2014-08-20,5800
360740,6,2014-08-20,5354
360741,7,2014-08-20,10262
360742,8,2014-08-20,5982
360743,9,2014-08-20,7929
360744,10,2014-08-20,5053
360745,11,2014-08-20,9114
360746,12,2014-08-20,8799
360747,14,2014-08-20,6410
360748,15,2014-08-20,7124
360749,16,2014-08-20,7912
360750,17,2014-08-20,6947
360751,18,2014-08-20,7606
360752,19,2014-08-20,7837
360753,21,2014-08-20,6528
360754,23,2014-08-20,5818
360755,24,2014-08-20,11143
360756,25,2014-08-20,10822
360757,26,2014-08-20,7295
360758,27,2014-08-20,11403
360759,28,2014-08-20,6693
361670,1,2014-08-19,5190
361671,2,2014-08-19,6000
361672,3,2014-08-19,8854
361673,4,2014-08-19,10163
361674,5,2014-08-19,5784
361675,6,2014-08-19,5209
361676,7,2014-08-19,12348
361677,8,2014-08-19,6890
361678,9,2014-08-19,8539
361679,10,2014-08-19,5044
361680,11,2014-08-19,9657
361681,12,2014-08-19,9863
361682,14,2014-08-19,6956
361683,15,2014-08-19,8930
361684,16,2014-08-19,8223
361685,17,2014-08-19,8687
361686,18,2014-08-19,7204
361687,19,2014-08-19,8143
361688,21,2014-08-19,7262
361689,23,2014-08-19,5763
361690,24,2014-08-19,12611
361691,25,2014-08-19,12345
361692,26,2014-08-19,7152
361693,27,2014-08-19,10969
361694,28,2014-08-19,9044
362605,1,2014-08-18,5623
362606,2,2014-08-18,6355
362607,3,2014-08-18,9258
362608,4,2014-08-18,13564
362609,5,2014-08-18,7521
362610,6,2014-08-18,6426
362611,7,2014-08-18,13814
362612,8,2014-08-18,7444
362613,9,2014-08-18,9631
362614,10,2014-08-18,6450
362615,11,2014-08-18,9121
362616,12,2014-08-18,9846
362617,14,2014-08-18,8176
362618,15,2014-08-18,9501
362619,16,2014-08-18,9507
362620,17,2014-08-18,10048
362621,18,2014-08-18,9218
362622,19,2014-08-18,10403
362623,21,2014-08-18,7935
362624,23,2014-08-18,8233
362625,24,2014-08-18,15409
362626,25,2014-08-18,13897
362627,26,2014-08-18,11127
362628,27,2014-08-18,14136
362629,28,2014-08-18,12724
363540,1,2014-08-17,0
363541,2,2014-08-17,0
363542,3,2014-08-17,0
363543,4,2014-08-17,0
363544,5,2014-08-17,0
363545,6,2014-08-17,0
363546,7,2014-08-17,0
363547,8,2014-08-17,0
363548,9,2014-08-17,0
363549,10,2014-08-17,0
363550,11,2014-08-17,0
363551,12,2014-08-17,0
363552,14,2014-08-17,0
363553,15,2014-08-17,0
363554,16,2014-08-17,0
363555,17,2014-08-17,0
363556,18,2014-08-17,0
363557,19,2014-08-17,0
363558,21,2014-08-17,0
363559,23,2014-08-17,0
363560,24,2014-08-17,0
363561,25,2014-08-17,0
363562,26,2014-08-17,0
363563,27,2014-08-17,0
363564,28,2014-08-17,0
364475,1,2014-08-16,4425
364476,2,2014-08-16,2847
364477,3,2014-08-16,3216
364478,4,2014-08-16,9756
364479,5,2014-08-16,1998
364480,6,2014-08-16,2910
364481,7,2014-08-16,6991
364482,8,2014-08-16,2254
364483,9,2014-08-16,6597
364484,10,2014-08-16,4478
364485,11,2014-08-16,5237
364486,12,2014-08-16,4817
364487,14,2014-08-16,3452
364488,15,2014-08-16,5923
364489,16,2014-08-16,4857
364490,17,2014-08-16,2592
364491,18,2014-08-16,4394
364492,19,2014-08-16,4154
364493,21,2014-08-16,4691
364494,23,2014-08-16,4236
364495,24,2014-08-16,6892
364496,25,2014-08-16,8208
364497,26,2014-08-16,5067
364498,27,2014-08-16,7252
364499,28,2014-08-16,7906
365410,1,2014-08-15,3746
365411,2,2014-08-15,4218
365412,3,2014-08-15,5156
365413,4,2014-08-15,9048
365414,5,2014-08-15,3667
365415,6,2014-08-15,4115
365416,7,2014-08-15,10659
365417,8,2014-08-15,4095
365418,9,2014-08-15,5746
365419,10,2014-08-15,5205
365420,11,2014-08-15,6966
365421,12,2014-08-15,6044
365422,14,2014-08-15,4444
365423,15,2014-08-15,5641
365424,16,2014-08-15,6152
365425,17,2014-08-15,5005
365426,18,2014-08-15,6633
365427,19,2014-08-15,5494
365428,21,2014-08-15,3555
365429,23,2014-08-15,5115
365430,24,2014-08-15,8141
365431,25,2014-08-15,9416
365432,26,2014-08-15,5596
365433,27,2014-08-15,6669
365434,28,2014-08-15,18474
366345,1,2014-08-14,3906
366346,2,2014-08-14,4606
366347,3,2014-08-14,5668
366348,4,2014-08-14,8230
366349,5,2014-08-14,3790
366350,6,2014-08-14,3930
366351,7,2014-08-14,9091
366352,8,2014-08-14,4588
366353,9,2014-08-14,5435
366354,10,2014-08-14,4206
366355,11,2014-08-14,6502
366356,12,2014-08-14,5581
366357,14,2014-08-14,4705
366358,15,2014-08-14,5529
366359,16,2014-08-14,6389
366360,17,2014-08-14,5453
366361,18,2014-08-14,5753
366362,19,2014-08-14,4945
366363,21,2014-08-14,4893
366364,23,2014-08-14,4267
366365,24,2014-08-14,6852
366366,25,2014-08-14,8637
366367,26,2014-08-14,5810
366368,27,2014-08-14,6478
366369,28,2014-08-14,13195
367280,1,2014-08-13,4069
367281,2,2014-08-13,5010
367282,3,2014-08-13,6051
367283,4,2014-08-13,7832
367284,5,2014-08-13,4458
367285,6,2014-08-13,4153
367286,7,2014-08-13,9134
367287,8,2014-08-13,4178
367288,9,2014-08-13,5513
367289,10,2014-08-13,4791
367290,11,2014-08-13,7271
367291,12,2014-08-13,5616
367292,14,2014-08-13,4393
367293,15,2014-08-13,5449
367294,16,2014-08-13,6421
367295,17,2014-08-13,4944
367296,18,2014-08-13,5694
367297,19,2014-08-13,5485
367298,21,2014-08-13,3742
367299,23,2014-08-13,4052
367300,24,2014-08-13,7783
367301,25,2014-08-13,8100
367302,26,2014-08-13,4823
367303,27,2014-08-13,7542
367304,28,2014-08-13,4244
368215,1,2014-08-12,3185
368216,2,2014-08-12,4319
368217,3,2014-08-12,5431
368218,4,2014-08-12,7896
368219,5,2014-08-12,3831
368220,6,2014-08-12,4140
368221,7,2014-08-12,11089
368222,8,2014-08-12,4351
368223,9,2014-08-12,4911
368224,10,2014-08-12,4672
368225,11,2014-08-12,7214
368226,12,2014-08-12,5076
368227,14,2014-08-12,4567
368228,15,2014-08-12,4888
368229,16,2014-08-12,6601
368230,17,2014-08-12,5440
368231,18,2014-08-12,5171
368232,19,2014-08-12,5532
368233,21,2014-08-12,3296
368234,23,2014-08-12,3718
368235,24,2014-08-12,7500
368236,25,2014-08-12,9212
368237,26,2014-08-12,4511
368238,27,2014-08-12,7515
368239,28,2014-08-12,4373
369150,1,2014-08-11,3886
369151,2,2014-08-11,4158
369152,3,2014-08-11,6114
369153,4,2014-08-11,9674
369154,5,2014-08-11,4414
369155,6,2014-08-11,4552
369156,7,2014-08-11,10864
369157,8,2014-08-11,4815
369158,9,2014-08-11,6381
369159,10,2014-08-11,5661
369160,11,2014-08-11,7431
369161,12,2014-08-11,6276
369162,14,2014-08-11,5066
369163,15,2014-08-11,5420
369164,16,2014-08-11,7273
369165,17,2014-08-11,5287
369166,18,2014-08-11,5722
369167,19,2014-08-11,6349
369168,21,2014-08-11,4293
369169,23,2014-08-11,4073
369170,24,2014-08-11,8159
369171,25,2014-08-11,10571
369172,26,2014-08-11,5098
369173,27,2014-08-11,8177
369174,28,2014-08-11,5276
370085,1,2014-08-10,0
370086,2,2014-08-10,0
370087,3,2014-08-10,0
370088,4,2014-08-10,0
370089,5,2014-08-10,0
370090,6,2014-08-10,0
370091,7,2014-08-10,0
370092,8,2014-08-10,0
370093,9,2014-08-10,0
370094,10,2014-08-10,0
370095,11,2014-08-10,0
370096,12,2014-08-10,0
370097,14,2014-08-10,0
370098,15,2014-08-10,0
370099,16,2014-08-10,0
370100,17,2014-08-10,0
370101,18,2014-08-10,0
370102,19,2014-08-10,0
370103,21,2014-08-10,0
370104,23,2014-08-10,0
370105,24,2014-08-10,0
370106,25,2014-08-10,0
370107,26,2014-08-10,0
370108,27,2014-08-10,0
370109,28,2014-08-10,0
371020,1,2014-08-09,4174
371021,2,2014-08-09,2592
371022,3,2014-08-09,3131
371023,4,2014-08-09,9266
371024,5,2014-08-09,1711
371025,6,2014-08-09,3023
371026,7,2014-08-09,7815
371027,8,2014-08-09,2483
371028,9,2014-08-09,6109
371029,10,2014-08-09,4420
371030,11,2014-08-09,4951
371031,12,2014-08-09,5272
371032,14,2014-08-09,2994
371033,15,2014-08-09,5682
371034,16,2014-08-09,4458
371035,17,2014-08-09,2344
371036,18,2014-08-09,4465
371037,19,2014-08-09,4043
371038,21,2014-08-09,4236
371039,23,2014-08-09,4400
371040,24,2014-08-09,6865
371041,25,2014-08-09,7532
371042,26,2014-08-09,5396
371043,27,2014-08-09,6409
371044,28,2014-08-09,2578
371955,1,2014-08-08,4451
371956,2,2014-08-08,4597
371957,3,2014-08-08,6763
371958,4,2014-08-08,9698
371959,5,2014-08-08,5051
371960,6,2014-08-08,5351
371961,7,2014-08-08,10040
371962,8,2014-08-08,5187
371963,9,2014-08-08,6368
371964,10,2014-08-08,5683
371965,11,2014-08-08,7734
371966,12,2014-08-08,7813
371967,14,2014-08-08,5545
371968,15,2014-08-08,7731
371969,16,2014-08-08,7421
371970,17,2014-08-08,5975
371971,18,2014-08-08,7171
371972,19,2014-08-08,7193
371973,21,2014-08-08,5854
371974,23,2014-08-08,5581
371975,24,2014-08-08,10035
371976,25,2014-08-08,9146
371977,26,2014-08-08,6503
371978,27,2014-08-08,8983
371979,28,2014-08-08,5735
372890,1,2014-08-07,4154
372891,2,2014-08-07,4809
372892,3,2014-08-07,8010
372893,4,2014-08-07,9872
372894,5,2014-08-07,4940
372895,6,2014-08-07,5251
372896,7,2014-08-07,11960
372897,8,2014-08-07,6240
372898,9,2014-08-07,6750
372899,10,2014-08-07,5452
372900,11,2014-08-07,7700
372901,12,2014-08-07,7675
372902,14,2014-08-07,5069
372903,15,2014-08-07,7670
372904,16,2014-08-07,7465
372905,17,2014-08-07,6866
372906,18,2014-08-07,6294
372907,19,2014-08-07,7780
372908,21,2014-08-07,5913
372909,23,2014-08-07,6156
372910,24,2014-08-07,9182
372911,25,2014-08-07,10060
372912,26,2014-08-07,7800
372913,27,2014-08-07,9985
372914,28,2014-08-07,5446
373825,1,2014-08-06,5337
373826,2,2014-08-06,6331
373827,3,2014-08-06,7499
373828,4,2014-08-06,8860
373829,5,2014-08-06,5711
373830,6,2014-08-06,5310
373831,7,2014-08-06,9952
373832,8,2014-08-06,6070
373833,9,2014-08-06,6746
373834,10,2014-08-06,5811
373835,11,2014-08-06,9087
373836,12,2014-08-06,7969
373837,14,2014-08-06,6285
373838,15,2014-08-06,7313
373839,16,2014-08-06,9129
373840,17,2014-08-06,6742
373841,18,2014-08-06,6625
373842,19,2014-08-06,6718
373843,21,2014-08-06,5922
373844,23,2014-08-06,6024
373845,24,2014-08-06,9320
373846,25,2014-08-06,9519
373847,26,2014-08-06,6797
373848,27,2014-08-06,9389
373849,28,2014-08-06,6272
374760,1,2014-08-05,5433
374761,2,2014-08-05,5811
374762,3,2014-08-05,8714
374763,4,2014-08-05,9990
374764,5,2014-08-05,6108
374765,6,2014-08-05,5611
374766,7,2014-08-05,13813
374767,8,2014-08-05,7054
374768,9,2014-08-05,7438
374769,10,2014-08-05,6201
374770,11,2014-08-05,9243
374771,12,2014-08-05,8767
374772,14,2014-08-05,6419
374773,15,2014-08-05,7185
374774,16,2014-08-05,9071
374775,17,2014-08-05,9139
374776,18,2014-08-05,6141
374777,19,2014-08-05,7497
374778,21,2014-08-05,7691
374779,23,2014-08-05,7277
374780,24,2014-08-05,10374
374781,25,2014-08-05,11619
374782,26,2014-08-05,7765
374783,27,2014-08-05,11935
374784,28,2014-08-05,7241
375695,1,2014-08-04,5655
375696,2,2014-08-04,6315
375697,3,2014-08-04,9055
375698,4,2014-08-04,11754
375699,5,2014-08-04,5391
375700,6,2014-08-04,6550
375701,7,2014-08-04,15399
375702,8,2014-08-04,8066
375703,9,2014-08-04,10061
375704,10,2014-08-04,7049
375705,11,2014-08-04,11063
375706,12,2014-08-04,11281
375707,14,2014-08-04,7359
375708,15,2014-08-04,9366
375709,16,2014-08-04,10794
375710,17,2014-08-04,9851
375711,18,2014-08-04,8003
375712,19,2014-08-04,9623
375713,21,2014-08-04,10377
375714,23,2014-08-04,8259
375715,24,2014-08-04,13152
375716,25,2014-08-04,13970
375717,26,2014-08-04,11500
375718,27,2014-08-04,14324
375719,28,2014-08-04,6602
376630,1,2014-08-03,0
376631,2,2014-08-03,0
376632,3,2014-08-03,0
376633,4,2014-08-03,0
376634,5,2014-08-03,0
376635,6,2014-08-03,0
376636,7,2014-08-03,0
376637,8,2014-08-03,0
376638,9,2014-08-03,0
376639,10,2014-08-03,0
376640,11,2014-08-03,0
376641,12,2014-08-03,0
376642,14,2014-08-03,0
376643,15,2014-08-03,0
376644,16,2014-08-03,0
376645,17,2014-08-03,0
376646,18,2014-08-03,0
376647,19,2014-08-03,0
376648,21,2014-08-03,0
376649,23,2014-08-03,0
376650,24,2014-08-03,0
376651,25,2014-08-03,0
376652,26,2014-08-03,0
376653,27,2014-08-03,0
376654,28,2014-08-03,0
377565,1,2014-08-02,4731
377566,2,2014-08-02,3354
377567,3,2014-08-02,4157
377568,4,2014-08-02,10071
377569,5,2014-08-02,1593
377570,6,2014-08-02,3201
377571,7,2014-08-02,7956
377572,8,2014-08-02,3100
377573,9,2014-08-02,6233
377574,10,2014-08-02,5284
377575,11,2014-08-02,5969
377576,12,2014-08-02,5617
377577,14,2014-08-02,3488
377578,15,2014-08-02,5124
377579,16,2014-08-02,5719
377580,17,2014-08-02,2589
377581,18,2014-08-02,4832
377582,19,2014-08-02,4310
377583,21,2014-08-02,5484
377584,23,2014-08-02,4566
377585,24,2014-08-02,6913
377586,25,2014-08-02,8941
377587,26,2014-08-02,4853
377588,27,2014-08-02,7180
377589,28,2014-08-02,2707
378500,1,2014-08-01,5038
378501,2,2014-08-01,5434
378502,3,2014-08-01,7893
378503,4,2014-08-01,11112
378504,5,2014-08-01,4381
378505,6,2014-08-01,5931
378506,7,2014-08-01,11885
378507,8,2014-08-01,6115
378508,9,2014-08-01,8424
378509,10,2014-08-01,6997
378510,11,2014-08-01,8908
378511,12,2014-08-01,7786
378512,14,2014-08-01,6584
378513,15,2014-08-01,7752
378514,16,2014-08-01,9102
378515,17,2014-08-01,7958
378516,18,2014-08-01,8738
378517,19,2014-08-01,7663
378518,21,2014-08-01,6535
378519,23,2014-08-01,6459
378520,24,2014-08-01,11883
378521,25,2014-08-01,11359
378522,26,2014-08-01,8314
378523,27,2014-08-01,10268
378524,28,2014-08-01,6711
379435,1,2014-07-31,5106
379436,2,2014-07-31,6301
379437,3,2014-07-31,8891
379438,4,2014-07-31,12533
379439,5,2014-07-31,5824
379440,6,2014-07-31,5933
379441,7,2014-07-31,13183
379442,8,2014-07-31,7337
379443,9,2014-07-31,8176
379444,10,2014-07-31,6637
379445,11,2014-07-31,10907
379446,12,2014-07-31,8663
379447,14,2014-07-31,5905
379448,15,2014-07-31,8166
379449,16,2014-07-31,10638
379450,17,2014-07-31,9112
379451,18,2014-07-31,8409
379452,19,2014-07-31,8081
379453,21,2014-07-31,7539
379454,23,2014-07-31,7307
379455,24,2014-07-31,12192
379456,25,2014-07-31,14977
379457,26,2014-07-31,8714
379458,27,2014-07-31,12380
379459,28,2014-07-31,8306
380370,1,2014-07-30,5487
380371,2,2014-07-30,6308
380372,3,2014-07-30,8399
380373,4,2014-07-30,10032
380374,5,2014-07-30,5310
380375,6,2014-07-30,5589
380376,7,2014-07-30,13568
380377,8,2014-07-30,6219
380378,9,2014-07-30,7001
380379,10,2014-07-30,6316
380380,11,2014-07-30,9674
380381,12,2014-07-30,9101
380382,14,2014-07-30,5355
380383,15,2014-07-30,8040
380384,16,2014-07-30,10724
380385,17,2014-07-30,6764
380386,18,2014-07-30,7146
380387,19,2014-07-30,8194
380388,21,2014-07-30,7606
380389,23,2014-07-30,6081
380390,24,2014-07-30,11295
380391,25,2014-07-30,10686
380392,26,2014-07-30,7571
380393,27,2014-07-30,9760
380394,28,2014-07-30,6130
381305,1,2014-07-29,5252
381306,2,2014-07-29,5274
381307,3,2014-07-29,7497
381308,4,2014-07-29,9808
381309,5,2014-07-29,5283
381310,6,2014-07-29,5658
381311,7,2014-07-29,12603
381312,8,2014-07-29,6700
381313,9,2014-07-29,5200
381314,10,2014-07-29,6635
381315,11,2014-07-29,7874
381316,12,2014-07-29,8184
381317,14,2014-07-29,5818
381318,15,2014-07-29,6628
381319,16,2014-07-29,10557
381320,17,2014-07-29,7446
381321,18,2014-07-29,6157
381322,19,2014-07-29,7330
381323,21,2014-07-29,7974
381324,23,2014-07-29,7049
381325,24,2014-07-29,10261
381326,25,2014-07-29,11413
381327,26,2014-07-29,7590
381328,27,2014-07-29,10362
381329,28,2014-07-29,6115
382240,1,2014-07-28,5372
382241,2,2014-07-28,6494
382242,3,2014-07-28,8778
382243,4,2014-07-28,11033
382244,5,2014-07-28,6846
382245,6,2014-07-28,6093
382246,7,2014-07-28,13561
382247,8,2014-07-28,7774
382248,9,2014-07-28,7415
382249,10,2014-07-28,8422
382250,11,2014-07-28,8825
382251,12,2014-07-28,10178
382252,14,2014-07-28,6906
382253,15,2014-07-28,8109
382254,16,2014-07-28,10984
382255,17,2014-07-28,9199
382256,18,2014-07-28,8642
382257,19,2014-07-28,8574
382258,21,2014-07-28,10171
382259,23,2014-07-28,7589
382260,24,2014-07-28,11331
382261,25,2014-07-28,10650
382262,26,2014-07-28,10037
382263,27,2014-07-28,12412
382264,28,2014-07-28,8816
383175,1,2014-07-27,0
383176,2,2014-07-27,0
383177,3,2014-07-27,0
383178,4,2014-07-27,0
383179,5,2014-07-27,0
383180,6,2014-07-27,0
383181,7,2014-07-27,0
383182,8,2014-07-27,0
383183,9,2014-07-27,0
383184,10,2014-07-27,0
383185,11,2014-07-27,0
383186,12,2014-07-27,0
383187,14,2014-07-27,0
383188,15,2014-07-27,0
383189,16,2014-07-27,0
383190,17,2014-07-27,0
383191,18,2014-07-27,0
383192,19,2014-07-27,0
383193,21,2014-07-27,0
383194,23,2014-07-27,0
383195,24,2014-07-27,0
383196,25,2014-07-27,0
383197,26,2014-07-27,0
383198,27,2014-07-27,0
383199,28,2014-07-27,0
384110,1,2014-07-26,4266
384111,2,2014-07-26,2243
384112,3,2014-07-26,4132
384113,4,2014-07-26,8805
384114,5,2014-07-26,2200
384115,6,2014-07-26,2771
384116,7,2014-07-26,6671
384117,8,2014-07-26,2656
384118,9,2014-07-26,5131
384119,10,2014-07-26,5429
384120,11,2014-07-26,4782
384121,12,2014-07-26,5992
384122,14,2014-07-26,3143
384123,15,2014-07-26,5174
384124,16,2014-07-26,5375
384125,17,2014-07-26,2133
384126,18,2014-07-26,3968
384127,19,2014-07-26,3463
384128,21,2014-07-26,5659
384129,23,2014-07-26,4123
384130,24,2014-07-26,6687
384131,25,2014-07-26,7445
384132,26,2014-07-26,5108
384133,27,2014-07-26,6496
384134,28,2014-07-26,2150
385045,1,2014-07-25,3858
385046,2,2014-07-25,3956
385047,3,2014-07-25,4346
385048,4,2014-07-25,7655
385049,5,2014-07-25,3747
385050,6,2014-07-25,4128
385051,7,2014-07-25,9406
385052,8,2014-07-25,3959
385053,9,2014-07-25,5176
385054,10,2014-07-25,5027
385055,11,2014-07-25,5942
385056,12,2014-07-25,6020
385057,14,2014-07-25,4646
385058,15,2014-07-25,5524
385059,16,2014-07-25,7257
385060,17,2014-07-25,4817
385061,18,2014-07-25,6367
385062,19,2014-07-25,5651
385063,21,2014-07-25,4009
385064,23,2014-07-25,4980
385065,24,2014-07-25,8014
385066,25,2014-07-25,8014
385067,26,2014-07-25,5445
385068,27,2014-07-25,6447
385069,28,2014-07-25,4406
385980,1,2014-07-24,3557
385981,2,2014-07-24,3886
385982,3,2014-07-24,5139
385983,4,2014-07-24,7355
385984,5,2014-07-24,3425
385985,6,2014-07-24,4230
385986,7,2014-07-24,8219
385987,8,2014-07-24,4357
385988,9,2014-07-24,6086
385989,10,2014-07-24,4833
385990,11,2014-07-24,6543
385991,12,2014-07-24,5182
385992,14,2014-07-24,4780
385993,15,2014-07-24,4784
385994,16,2014-07-24,7043
385995,17,2014-07-24,4934
385996,18,2014-07-24,5721
385997,19,2014-07-24,5170
385998,21,2014-07-24,3810
385999,23,2014-07-24,5057
386000,24,2014-07-24,7448
386001,25,2014-07-24,8768
386002,26,2014-07-24,5338
386003,27,2014-07-24,6275
386004,28,2014-07-24,5079
386915,1,2014-07-23,3806
386916,2,2014-07-23,5152
386917,3,2014-07-23,5553
386918,4,2014-07-23,6514
386919,5,2014-07-23,4276
386920,6,2014-07-23,4275
386921,7,2014-07-23,8880
386922,8,2014-07-23,3557
386923,9,2014-07-23,5076
386924,10,2014-07-23,5096
386925,11,2014-07-23,7405
386926,12,2014-07-23,5469
386927,14,2014-07-23,4262
386928,15,2014-07-23,5136
386929,16,2014-07-23,7342
386930,17,2014-07-23,5215
386931,18,2014-07-23,5844
386932,19,2014-07-23,4824
386933,21,2014-07-23,4552
386934,23,2014-07-23,4194
386935,24,2014-07-23,6911
386936,25,2014-07-23,7141
386937,26,2014-07-23,4218
386938,27,2014-07-23,6781
386939,28,2014-07-23,4288
387850,1,2014-07-22,3933
387851,2,2014-07-22,4509
387852,3,2014-07-22,6267
387853,4,2014-07-22,7589
